url,content
https://sunway.edu.np,Home
https://sunway.edu.np,"About Us

Frequently Asked Questions (FAQs)"
https://sunway.edu.np,Frequently Asked Questions (FAQs)
https://sunway.edu.np,Programs
https://sunway.edu.np,Career & Placements
https://sunway.edu.np,Blogs
https://sunway.edu.np,Life at Sunway College
https://sunway.edu.np,Contact
https://sunway.edu.np,Frequently Asked Questions (FAQs)
https://sunway.edu.np,
https://sunway.edu.np,
https://sunway.edu.np,
https://sunway.edu.np,
https://sunway.edu.np,
https://sunway.edu.np,
https://sunway.edu.np,
https://sunway.edu.np,
https://sunway.edu.np,"Behind Maitidevi Temple, Maitidevi, Kathmandu"
https://sunway.edu.np,"info@sunway.edu.np
admission@sunway.edu.np"
https://sunway.edu.np,"01-4531725
01-4523736
9823047066"
https://sunway.edu.np,Blogs
https://sunway.edu.np,Events
https://sunway.edu.np,Admission
https://sunway.edu.np,Life at Sunway College
https://sunway.edu.np,Apply For Workshop
https://sunway.edu.np,Contact
https://sunway.edu.np/about-us,Home
https://sunway.edu.np/about-us,"About Us

Frequently Asked Questions (FAQs)"
https://sunway.edu.np/about-us,Frequently Asked Questions (FAQs)
https://sunway.edu.np/about-us,Programs
https://sunway.edu.np/about-us,Career & Placements
https://sunway.edu.np/about-us,Blogs
https://sunway.edu.np/about-us,Life at Sunway College
https://sunway.edu.np/about-us,Contact
https://sunway.edu.np/about-us,Frequently Asked Questions (FAQs)
https://sunway.edu.np/about-us,
https://sunway.edu.np/about-us,
https://sunway.edu.np/about-us,
https://sunway.edu.np/about-us,
https://sunway.edu.np/about-us,
https://sunway.edu.np/about-us,"Behind Maitidevi Temple, Maitidevi, Kathmandu"
https://sunway.edu.np/about-us,"info@sunway.edu.np
admission@sunway.edu.np"
https://sunway.edu.np/about-us,"01-4531725
01-4523736
9823047066"
https://sunway.edu.np/about-us,Blogs
https://sunway.edu.np/about-us,Events
https://sunway.edu.np/about-us,Admission
https://sunway.edu.np/about-us,Life at Sunway College
https://sunway.edu.np/about-us,Apply For Workshop
https://sunway.edu.np/about-us,Contact
https://sunway.edu.np/faq,Home
https://sunway.edu.np/faq,"About Us

Frequently Asked Questions (FAQs)"
https://sunway.edu.np/faq,Frequently Asked Questions (FAQs)
https://sunway.edu.np/faq,Programs
https://sunway.edu.np/faq,Career & Placements
https://sunway.edu.np/faq,Blogs
https://sunway.edu.np/faq,Life at Sunway College
https://sunway.edu.np/faq,Contact
https://sunway.edu.np/faq,Frequently Asked Questions (FAQs)
https://sunway.edu.np/faq,"BSc (Hons) Computer Science With Artificial Intelligence (AI) in academic partnership with Birmingham City University, UK.  (Approved)"
https://sunway.edu.np/faq,BSc(Hons) Business Information Technology (Approval in process - expected to run by Autumn 2025)
https://sunway.edu.np/faq,BSc(Hons) Cybersecurity (Approval in process - expected to run by Autumn 2025)
https://sunway.edu.np/faq,MSc Artificial Intelligence (Approval in process - expected to run by Autumn 2025)
https://sunway.edu.np/faq,Completed Grade 12 with a minimum CGPA of 3.0 (or equivalent)
https://sunway.edu.np/faq,Met English proficiency requirements (Grade B in Grade 12 English + BCU EPT 5.5 or equivalent recognized English test)
https://sunway.edu.np/faq,Attended Early Bird Admissions Classes
https://sunway.edu.np/faq,Settled all admission fees at Sunway College Kathmandu
https://sunway.edu.np/faq,"100% Scholarship: Based on Scholarship Test and Interview (March 30th & 31st, 2025)"
https://sunway.edu.np/faq,"50% Scholarships: Based on Scholarship Test and Interview (March 30th & 31st, 2025)"
https://sunway.edu.np/faq,30% Scholarships: Based on admission documents and interview
https://sunway.edu.np/faq,"100% Scholarship: Covers college semester fees (excluding admission fees, induction/ECA/CCA fees, annual fees, and university fees)"
https://sunway.edu.np/faq,"50% Scholarships: Covers 50% of college semester fees (excluding admission fees, induction/ECA/CCA fees, annual fees, and university fees)"
https://sunway.edu.np/faq,"30% Scholarships: Covers 30% of college semester fees (excluding admission fees, induction/ECA/CCA fees, annual fees, and university fees)"
https://sunway.edu.np/faq,Strong foundation in Computer Science
https://sunway.edu.np/faq,"Focus on key AI topics like Machine Learning, Deep Learning, Natural Language Processing"
https://sunway.edu.np/faq,Industry-relevant skills development
https://sunway.edu.np/faq,Professional placement year for practical experience
https://sunway.edu.np/faq,Individual Honours Project for in-depth research and application
https://sunway.edu.np/faq,Grade 12 completion with a minimum CGPA of 3.0 (or equivalent)
https://sunway.edu.np/faq,Meeting English proficiency requirements (Grade B in Grade 12 English + BCU EPT 5.5 or equivalent recognized English test)
https://sunway.edu.np/faq,
https://sunway.edu.np/faq,
https://sunway.edu.np/faq,
https://sunway.edu.np/faq,
https://sunway.edu.np/faq,
https://sunway.edu.np/faq,"Behind Maitidevi Temple, Maitidevi, Kathmandu"
https://sunway.edu.np/faq,"info@sunway.edu.np
admission@sunway.edu.np"
https://sunway.edu.np/faq,"01-4531725
01-4523736
9823047066"
https://sunway.edu.np/faq,Blogs
https://sunway.edu.np/faq,Events
https://sunway.edu.np/faq,Admission
https://sunway.edu.np/faq,Life at Sunway College
https://sunway.edu.np/faq,Apply For Workshop
https://sunway.edu.np/faq,Contact
https://sunway.edu.np/programs,Home
https://sunway.edu.np/programs,"About Us

Frequently Asked Questions (FAQs)"
https://sunway.edu.np/programs,Frequently Asked Questions (FAQs)
https://sunway.edu.np/programs,Programs
https://sunway.edu.np/programs,Career & Placements
https://sunway.edu.np/programs,Blogs
https://sunway.edu.np/programs,Life at Sunway College
https://sunway.edu.np/programs,Contact
https://sunway.edu.np/programs,Frequently Asked Questions (FAQs)
https://sunway.edu.np/programs,
https://sunway.edu.np/programs,
https://sunway.edu.np/programs,
https://sunway.edu.np/programs,
https://sunway.edu.np/programs,
https://sunway.edu.np/programs,"Behind Maitidevi Temple, Maitidevi, Kathmandu"
https://sunway.edu.np/programs,"info@sunway.edu.np
admission@sunway.edu.np"
https://sunway.edu.np/programs,"01-4531725
01-4523736
9823047066"
https://sunway.edu.np/programs,Blogs
https://sunway.edu.np/programs,Events
https://sunway.edu.np/programs,Admission
https://sunway.edu.np/programs,Life at Sunway College
https://sunway.edu.np/programs,Apply For Workshop
https://sunway.edu.np/programs,Contact
https://sunway.edu.np/career-placements,Home
https://sunway.edu.np/career-placements,"About Us

Frequently Asked Questions (FAQs)"
https://sunway.edu.np/career-placements,Frequently Asked Questions (FAQs)
https://sunway.edu.np/career-placements,Programs
https://sunway.edu.np/career-placements,Career & Placements
https://sunway.edu.np/career-placements,Blogs
https://sunway.edu.np/career-placements,Life at Sunway College
https://sunway.edu.np/career-placements,Contact
https://sunway.edu.np/career-placements,Frequently Asked Questions (FAQs)
https://sunway.edu.np/career-placements,Employed in various multinational and local(private/government) companies based in Nepal (50)
https://sunway.edu.np/career-placements,Entrepreneur and Freelancer (15)
https://sunway.edu.np/career-placements,Studying Abroad (30)
https://sunway.edu.np/career-placements,Unemployed (5)
https://sunway.edu.np/career-placements,
https://sunway.edu.np/career-placements,
https://sunway.edu.np/career-placements,
https://sunway.edu.np/career-placements,
https://sunway.edu.np/career-placements,
https://sunway.edu.np/career-placements,"Behind Maitidevi Temple, Maitidevi, Kathmandu"
https://sunway.edu.np/career-placements,"info@sunway.edu.np
admission@sunway.edu.np"
https://sunway.edu.np/career-placements,"01-4531725
01-4523736
9823047066"
https://sunway.edu.np/career-placements,Blogs
https://sunway.edu.np/career-placements,Events
https://sunway.edu.np/career-placements,Admission
https://sunway.edu.np/career-placements,Life at Sunway College
https://sunway.edu.np/career-placements,Apply For Workshop
https://sunway.edu.np/career-placements,Contact
https://sunway.edu.np/blogs,Home
https://sunway.edu.np/blogs,"About Us

Frequently Asked Questions (FAQs)"
https://sunway.edu.np/blogs,Frequently Asked Questions (FAQs)
https://sunway.edu.np/blogs,Programs
https://sunway.edu.np/blogs,Career & Placements
https://sunway.edu.np/blogs,Blogs
https://sunway.edu.np/blogs,Life at Sunway College
https://sunway.edu.np/blogs,Contact
https://sunway.edu.np/blogs,Frequently Asked Questions (FAQs)
https://sunway.edu.np/blogs,
https://sunway.edu.np/blogs,
https://sunway.edu.np/blogs,
https://sunway.edu.np/blogs,
https://sunway.edu.np/blogs,
https://sunway.edu.np/blogs,"Behind Maitidevi Temple, Maitidevi, Kathmandu"
https://sunway.edu.np/blogs,"info@sunway.edu.np
admission@sunway.edu.np"
https://sunway.edu.np/blogs,"01-4531725
01-4523736
9823047066"
https://sunway.edu.np/blogs,Blogs
https://sunway.edu.np/blogs,Events
https://sunway.edu.np/blogs,Admission
https://sunway.edu.np/blogs,Life at Sunway College
